incident_type,description_length,has_media,upvotes,flags,duplicate_score,injuries_reported,people_involved,distance_to_responder,near_sensitive_location,time_of_day,priority_score
violence,58,1,3,0,0.001509672893702102,1,2,2.578903859628932,0,night,73
infrastructure_failure,58,1,1,0,0.13479086297132953,0,1,5.979676203048486,0,morning,11
flood,41,0,2,0,0.2180878483567556,0,7,3.7553950702858807,0,night,35
infrastructure_failure,77,1,6,0,0.3156100862007857,0,3,4.944130639771112,0,afternoon,34
medical_emergency,110,0,1,0,0.42602740860526955,1,5,6.092539308672844,0,evening,59
flood,46,0,0,0,0.4790501883341417,0,6,6.559003926066358,1,morning,24
infrastructure_failure,75,1,1,0,0.09749115954217308,0,5,4.706891346467392,1,evening,44
flood,12,1,0,0,0.2524474021229451,0,6,5.191849160724221,0,evening,34
infrastructure_failure,70,1,1,0,0.0,0,5,7.281966706467651,0,night,18
violence,113,0,3,0,0.2635315552664754,0,2,3.1160940819438077,0,night,48
infrastructure_failure,40,1,3,1,0.0,0,4,2.632319011322918,0,afternoon,28
infrastructure_failure,63,1,3,0,0.46724427246777633,0,1,1.0934295880116522,1,morning,34
medical_emergency,61,1,2,1,0.0,1,1,3.298628353127696,1,night,84
flood,39,1,4,0,0.15315379622816205,0,6,5.574950242200367,0,afternoon,33
medical_emergency,89,0,4,0,0.04515164679272285,0,2,1.7017088363092263,0,afternoon,50
road_accident,110,1,3,0,0.27879294296842283,1,1,6.299281380387926,1,evening,77
flood,9,1,1,0,0.40074508879072046,0,2,2.853210541072149,0,evening,38
fire,85,0,2,1,0.20323701245298365,0,2,4.654543666102908,1,afternoon,41
power_outage,58,0,2,1,0.24737838146514748,0,7,6.040398783417446,0,morning,5
fire,95,1,2,0,0.3308114982287627,0,2,4.6131305251328465,0,afternoon,46
road_accident,53,1,1,0,0.4542492751856828,0,1,3.1999888607791744,0,afternoon,36
fire,15,0,3,1,0.36134363767259087,0,4,0.9778011645736666,0,afternoon,66
road_accident,42,1,4,0,0.32633880537067295,0,5,6.444742918878799,0,afternoon,56
violence,94,1,2,0,0.02448220595835085,0,7,6.127231397435965,0,evening,56
road_accident,105,1,3,0,0.20056563523996349,0,1,3.1931306510707715,0,afternoon,46
fire,110,0,3,0,0.3499688889246454,1,3,4.120255467051357,0,evening,73
fire,43,0,3,1,0.3853220462880952,0,6,2.6836591364181244,0,afternoon,52
gas_leak,40,0,2,0,0.38262909731150496,1,3,6.720237074979859,0,evening,71
flood,64,0,3,0,0.2645001328154459,1,2,1.1830280739407435,0,afternoon,39
power_outage,107,0,5,0,0.0,0,3,7.337890208591754,0,morning,19
violence,89,1,0,0,0.43416316163849356,0,2,3.6293695606197898,1,morning,49
power_outage,73,1,4,0,0.3292713241289058,0,1,4.841800069840216,0,evening,25
flood,103,0,0,1,0.0,0,4,4.942248276528041,0,afternoon,23
flood,40,0,4,0,0.11553482522732847,0,2,3.3204044079752633,0,afternoon,20
power_outage,105,0,1,0,0.09483876322542464,0,5,10.18951129915077,0,night,16
fire,72,1,2,0,0.11345315825281882,0,2,7.232646067135083,0,night,31
road_accident,37,0,1,1,0.3003930235396432,1,2,5.985939313859475,1,afternoon,54
infrastructure_failure,105,1,1,0,0.24758514703247292,0,6,3.2610431069487684,0,evening,47
road_accident,114,0,5,0,0.3646919599418403,1,5,3.58377164267221,0,night,68
fire,46,0,3,0,0.3339534653735193,0,5,3.7533350917690464,1,evening,58
medical_emergency,59,0,5,0,0.32699240949084435,1,5,4.063077629572362,1,night,78
road_accident,59,1,2,1,0.0,0,6,3.7200261230670377,0,evening,59
power_outage,82,1,1,0,0.2167438318798577,0,7,5.518718394571186,0,afternoon,27
road_accident,108,0,1,0,0.5919221874427936,0,3,4.841372403037722,0,morning,31
road_accident,15,1,2,0,0.1443360966261087,0,4,2.969107211761597,0,morning,47
power_outage,9,0,0,0,0.2884929255601819,1,1,3.038906914353584,0,afternoon,33
gas_leak,9,0,4,0,0.22827775711588943,0,7,3.6510975612311842,0,night,56
infrastructure_failure,26,1,2,1,0.436767363692127,1,6,1.3638332965254816,0,evening,53
flood,19,0,2,0,0.0660361939479972,0,2,1.683307989970052,1,night,42
road_accident,29,1,2,0,0.4693846521917822,0,7,2.971807896072161,0,evening,56
violence,29,0,3,0,0.4471476192892643,0,7,1.110158354604558,0,evening,57
violence,49,0,2,1,0.42784542917162854,0,2,4.625665860364984,1,night,49
medical_emergency,93,0,2,0,0.10750577584545586,0,3,1.742231329734871,0,night,55
infrastructure_failure,119,1,2,1,0.0,1,3,4.319457459028452,1,afternoon,50
infrastructure_failure,46,0,0,0,0.0,0,2,3.2663408782182017,0,morning,18
violence,77,0,3,1,0.05048646622483627,0,2,0.5987030850094461,0,evening,46
power_outage,41,1,2,1,0.11781729561606707,0,5,2.602961852937227,1,morning,34
medical_emergency,55,0,0,0,0.02400420781243129,0,3,4.29817820841591,0,evening,50
flood,10,0,4,1,0.2662108748118014,0,1,3.9065911687469472,0,night,19
infrastructure_failure,107,0,3,0,0.2762338951544231,0,4,5.364314568930219,0,afternoon,17
flood,78,1,3,0,0.25244005579738377,0,6,9.258001345738307,0,afternoon,19
power_outage,105,1,1,0,0.3178845280370439,0,6,3.531504884850689,0,evening,34
gas_leak,18,0,2,0,0.24691810784693646,0,5,6.3985898018382805,1,morning,50
gas_leak,67,1,2,0,0.04913726312373587,0,6,6.5518195690099486,0,afternoon,50
infrastructure_failure,90,0,2,0,0.18349795670283436,0,6,4.71313845561412,0,morning,21
medical_emergency,23,1,2,1,0.3366995912880649,1,5,4.447861211373443,0,morning,70
medical_emergency,63,1,3,0,0.0,0,2,4.244640831686645,1,night,70
fire,68,1,3,0,0.10298446246698006,0,4,7.419079376521887,0,night,58
infrastructure_failure,38,0,4,0,0.20347535526070348,0,4,0.9015129808749704,0,evening,46
fire,32,1,2,0,0.05122811072582298,0,4,5.238767819123035,0,night,59
flood,109,0,1,0,0.0,0,5,1.9519559699068174,1,afternoon,36
infrastructure_failure,43,1,1,0,0.5843147616074233,0,1,4.819072981190257,0,evening,14
medical_emergency,25,1,0,1,0.16008289946615029,0,2,4.147585266647101,0,evening,42
flood,57,1,1,0,0.1571565655191996,0,4,1.7046658304237838,0,morning,36
violence,113,0,1,1,0.2419461340877736,0,4,0.7675841249326911,0,afternoon,41
gas_leak,81,0,1,0,0.4570152287753532,0,3,4.445769076350797,0,evening,55
gas_leak,93,1,2,0,0.1480692721840381,0,2,4.415971818097435,0,afternoon,48
power_outage,98,1,4,0,0.0,0,2,4.4730647434977495,0,evening,23
power_outage,13,0,1,0,0.37620281944312817,0,2,5.35694349790844,0,night,24
infrastructure_failure,59,1,3,0,0.11470108343857058,0,3,0.39293308265701077,0,night,40
violence,114,0,2,1,0.0,0,5,5.1746312017509215,0,evening,48
flood,105,0,3,0,0.0,0,4,1.5559287528959904,0,afternoon,33
power_outage,53,1,2,0,0.0533895333891648,0,3,2.087939277916324,0,evening,43
road_accident,59,1,2,0,0.31837406438138427,1,4,3.8699837438143616,0,afternoon,57
road_accident,67,1,2,1,0.29875007488181227,0,3,2.2363145646690077,0,morning,37
medical_emergency,77,0,2,0,0.35039112621571755,0,6,5.582412995131643,0,morning,52
medical_emergency,93,0,2,1,0.12017244097671413,0,4,6.508853130032557,0,evening,39
violence,68,0,0,1,0.17203661849736615,1,2,5.0364780669246825,0,afternoon,53
road_accident,68,1,2,0,0.019387583599880492,0,5,1.193572091059611,0,night,57
power_outage,49,0,0,0,0.26634500128605665,0,6,4.3313410210187095,0,afternoon,21
medical_emergency,25,0,2,1,0.542149726711834,0,6,4.249902118346087,0,afternoon,32
power_outage,81,0,2,0,0.16316516329890451,0,7,2.8530959092742973,1,night,42
road_accident,47,0,1,0,0.1889918114877994,0,2,1.8501431896878449,0,night,44
infrastructure_failure,100,1,2,0,0.23955937942606723,0,6,5.270597058910517,0,evening,26
flood,15,0,2,0,0.06470193978012928,0,2,3.0469239442374163,1,evening,20
medical_emergency,51,1,2,0,0.5726455552760952,1,1,3.6348828746232806,0,evening,80
power_outage,12,1,0,0,0.2795436059895565,1,5,3.8740224817564615,0,morning,56
medical_emergency,119,1,5,0,0.04903101509312266,1,4,5.483882313468625,0,afternoon,76
power_outage,88,0,3,2,0.5207643402862651,1,7,2.6884571735385476,0,evening,42
gas_leak,88,0,3,0,0.002207079019876934,0,2,3.747800700016409,0,evening,53
medical_emergency,85,0,7,0,0.46264897895396445,0,4,3.04381510887319,0,morning,44
medical_emergency,112,0,2,0,0.2709885549042127,1,5,0.5536123316262174,1,morning,91
medical_emergency,32,0,1,1,0.07533457041611023,1,4,5.939756524759625,0,morning,62
road_accident,88,0,2,0,0.11308256103488663,0,7,2.0129371374315803,0,night,64
gas_leak,100,1,0,0,0.29855651947075895,0,4,3.789565515775652,0,afternoon,55
violence,9,0,2,0,0.010212463086620494,0,7,3.1943924794338265,0,afternoon,43
violence,109,0,1,0,0.3768867286571911,0,3,1.384901710340019,1,afternoon,53
infrastructure_failure,60,0,2,1,0.03820271404208067,0,2,4.083906074669722,0,afternoon,13
road_accident,50,1,4,0,0.1431989677996411,0,1,4.402162356294403,0,evening,57
gas_leak,33,1,3,0,0.20716390174088292,0,4,3.927180331932379,1,afternoon,66
infrastructure_failure,10,0,1,0,0.169897179388626,0,4,4.530626117424568,0,evening,30
infrastructure_failure,44,1,3,0,0.27333149197598666,0,3,2.826205980624551,0,afternoon,37
flood,112,1,1,0,0.21712083913628172,0,5,3.1521876948024747,0,morning,42
power_outage,55,1,2,0,0.07621676826260806,0,6,5.573045103367328,0,afternoon,37
violence,80,0,0,0,0.3331566723255085,0,7,6.767476485123658,0,night,46
fire,68,0,2,1,0.3548451055732406,0,3,2.485678969211527,0,night,46
flood,42,0,2,0,0.0,0,7,6.435224191764887,0,night,26
power_outage,74,0,2,1,0.027119548282901335,0,5,3.188101304112901,0,night,29
gas_leak,65,1,1,0,0.5885321540444066,0,7,3.2341003684773537,0,evening,53
infrastructure_failure,101,0,2,0,0.37886414173411476,0,6,5.75513925131246,0,afternoon,24
fire,41,0,0,0,0.09403549409553069,0,7,2.369640544042323,0,morning,62
violence,89,1,1,0,0.07296479572786724,1,3,5.010906075904863,0,night,73
infrastructure_failure,43,0,2,1,0.06729289824944704,1,3,8.510915637268049,0,afternoon,21
road_accident,42,1,1,0,0.22545555474290485,1,7,2.9808437824927183,0,afternoon,68
violence,44,1,2,0,0.1884698417637669,0,2,0.28845187779216275,1,morning,63
flood,95,1,2,1,0.31994173716347823,0,4,6.4904411335403225,0,morning,12
medical_emergency,61,0,3,0,0.33751016546878393,1,5,3.401177016060247,1,morning,75
gas_leak,26,1,3,1,0.05561139625138109,0,2,7.768344590037138,0,afternoon,44
road_accident,54,0,4,1,0.31236844778134853,0,1,6.0187395721359085,0,evening,29
road_accident,9,1,1,0,0.25276165502496245,0,4,0.35431977635228007,1,morning,72
gas_leak,43,0,4,1,0.0,0,4,1.481244823966069,0,morning,53
violence,119,1,1,1,0.14487309967051853,0,3,0.4214452948710745,0,evening,53
fire,34,1,1,0,0.17336202544588636,0,2,7.261479153662062,0,morning,37
fire,36,0,5,1,0.1520669515566903,0,3,0.9935704497374105,0,evening,68
violence,108,1,2,0,0.056830937713272994,1,5,4.972867781384378,0,evening,72
violence,111,1,5,0,0.33311446414477286,0,3,6.796007273578946,0,morning,48
road_accident,108,0,3,1,0.273130829448022,1,6,3.223738450908007,1,evening,85
flood,17,1,2,1,0.27993187602620495,1,5,4.11575483275604,0,night,43
violence,29,1,2,0,0.3327550514239769,0,6,4.1055471126504015,1,morning,50
fire,66,0,2,0,0.45637101456929435,0,4,2.9508562128734943,0,morning,50
power_outage,86,0,2,0,0.007981840156761011,0,4,4.019605141655358,1,morning,31
violence,34,0,1,0,0.3808445705353314,0,1,0.1216318608331588,0,night,43
infrastructure_failure,14,0,2,2,0.2846620534985898,0,6,2.0745166404505726,1,evening,49
power_outage,44,1,1,0,0.15368302989393187,0,1,1.8028162511060521,0,morning,22
road_accident,56,1,4,0,0.07690516339764143,1,4,0.5161266397663615,0,morning,84
infrastructure_failure,13,0,5,0,0.07475060964939048,0,5,3.256240105115754,0,morning,28
infrastructure_failure,87,0,3,0,0.07874613624250726,0,7,1.4803818167476601,0,night,43
violence,20,1,1,0,0.0,0,2,6.813713117873152,0,evening,44
infrastructure_failure,91,1,2,0,0.4993476067273011,0,3,4.687392095424276,0,evening,27
violence,35,0,2,0,0.0,0,3,1.4431670208345428,0,afternoon,54
violence,30,1,3,0,0.4748623870206786,0,5,4.7542858801392605,0,morning,44
violence,58,0,2,0,0.1805825512262926,0,3,5.635394079745176,0,morning,27
violence,29,1,0,0,0.4280680392552687,0,4,3.1918547421891876,0,evening,54
gas_leak,41,1,1,0,0.06285298807022915,0,1,1.2163584710738173,0,afternoon,52
power_outage,105,1,2,0,0.007196048509963915,0,5,5.266182550050157,0,afternoon,30
infrastructure_failure,95,0,1,0,0.04290300725806312,0,7,1.1221530551112915,0,morning,34
gas_leak,59,0,0,0,0.4405209049324292,0,4,3.985752711278341,0,night,46
road_accident,115,1,2,0,0.385248948944533,1,6,3.066749209989819,1,afternoon,75
violence,22,0,2,0,0.3155328081122541,1,2,1.7129370328984281,0,afternoon,65
violence,87,1,3,0,0.32452918243611234,0,3,5.330824397899639,1,evening,63
fire,33,1,3,0,0.1688777449583462,1,6,2.468301867894006,0,morning,77
flood,85,1,4,0,0.2645222539210138,0,5,5.318986488675213,1,morning,46
power_outage,14,0,2,0,0.22431589823912132,0,4,7.322879242396119,0,morning,2
infrastructure_failure,49,1,3,0,0.31476442480072614,0,5,1.5926185371128114,0,afternoon,29
power_outage,9,0,1,0,0.4129210889980266,0,1,0.10219920001618066,1,afternoon,32
infrastructure_failure,59,0,2,1,0.11297289648731312,0,6,3.198369567401041,0,night,37
road_accident,89,0,2,0,0.18700042916652296,1,7,1.6288664806931594,1,morning,73
infrastructure_failure,47,1,3,0,0.15547683311319566,0,3,3.672243349314896,1,afternoon,36
violence,92,1,3,1,0.040505188118749785,1,3,1.0154422434427812,0,evening,73
road_accident,59,1,2,1,0.04890479408125081,1,6,6.499986896949256,0,morning,55
fire,53,0,1,1,0.07070340393959376,1,5,2.653233265251783,0,evening,69
medical_emergency,107,1,0,0,0.08217633359007154,0,4,1.2168499593599948,0,evening,72
violence,69,1,1,0,0.0,0,4,8.438300961946563,0,morning,36
medical_emergency,32,1,1,0,0.43850722308503737,0,5,4.811859528014668,1,afternoon,59
fire,91,0,1,0,0.0,0,3,2.3555401704010217,0,evening,57
fire,15,1,3,0,0.26739571727306427,0,7,1.775958809551975,0,night,61
medical_emergency,20,1,3,0,0.28147232539642175,1,6,3.916534879596365,0,evening,90
violence,93,0,3,0,0.3399605283078726,1,4,4.419801140514524,0,morning,55
road_accident,59,0,1,0,0.07527021857352777,0,5,4.768434465119788,0,morning,38
gas_leak,92,0,3,0,0.16865290871739963,0,5,1.1443403720552943,0,night,69
medical_emergency,82,0,1,0,0.47538796845860487,0,5,7.701970578083624,0,afternoon,28
power_outage,83,0,3,0,0.4973445806361281,0,3,1.7388118756562383,0,afternoon,6
road_accident,71,1,0,1,0.08396666589747848,1,7,0.6290304561063627,0,night,91
medical_emergency,14,0,3,0,0.3516666396839868,1,2,3.604880368169051,1,morning,63
flood,18,1,7,1,0.3254475142932964,0,3,1.8213060275527253,0,night,43
infrastructure_failure,92,0,3,0,0.0,1,1,5.737027955828273,0,evening,45
fire,102,1,0,1,0.1814712934737622,1,3,0.985479081379173,1,evening,90
flood,33,1,2,1,0.11979143734942192,0,7,6.165607176428168,0,morning,20
fire,81,1,5,0,0.13705422583542493,1,7,3.5564790934567463,0,evening,88
power_outage,110,0,1,0,0.4799246020491465,0,2,3.542247526124204,1,evening,20
fire,102,1,2,1,0.2133649248051557,0,4,1.8775314571929789,1,afternoon,58
road_accident,59,0,1,0,0.39637911285797534,0,2,0.44449127002522637,0,evening,47
road_accident,24,1,2,0,0.0,1,5,1.817509762324426,1,afternoon,89
road_accident,70,1,3,1,0.03995099063100588,0,6,4.893029393078214,0,evening,51
medical_emergency,73,1,3,1,0.194493248438464,0,3,3.9941188487581707,1,evening,65
infrastructure_failure,28,1,6,0,0.041312496694547174,0,2,4.4815426235169875,0,afternoon,37
power_outage,75,0,1,0,0.12174624862538151,0,4,0.27506595961491254,0,night,44
medical_emergency,55,0,3,0,0.3548721722159996,0,4,5.433937077972203,1,morning,48
flood,36,0,1,0,0.2633641626673295,1,5,6.877411426108649,1,night,40
fire,75,1,2,0,0.035284924890044006,1,2,4.933638192405004,1,afternoon,68
road_accident,89,1,2,0,0.2654626814961726,0,2,1.0649192409588957,0,night,63
medical_emergency,45,0,1,0,0.0,1,2,2.0283535196916302,0,evening,72
flood,33,1,4,1,0.019217736725529788,0,4,3.4674973618021774,0,morning,33
medical_emergency,65,1,1,0,0.3087244724509195,0,6,8.507100303641288,1,afternoon,65
power_outage,74,0,3,0,0.09740143098460807,0,4,4.385665412383822,0,afternoon,29
power_outage,39,0,5,0,0.17150246973283187,0,7,3.501258853724346,1,night,49
violence,105,0,1,0,0.1146427055436382,0,7,9.236118512668632,1,evening,58
medical_emergency,94,0,3,0,0.1475905213232586,0,3,3.0998411411898523,0,afternoon,49
road_accident,44,0,2,0,0.0,0,3,1.032916874772528,0,night,57
medical_emergency,51,1,0,0,0.26937383184776864,0,1,5.192215395221087,0,evening,48
power_outage,39,1,0,0,0.14059050765607986,0,2,6.920918000996683,0,evening,18
fire,25,1,0,0,0.16080626231200623,0,4,2.5474310006109695,0,morning,45
power_outage,69,0,1,0,0.0,0,2,3.7577656819054455,1,morning,33
infrastructure_failure,87,1,2,1,0.2177667143147608,0,4,5.037419587739656,0,evening,25
infrastructure_failure,117,1,0,1,0.3682704301423212,0,6,1.2122624629646928,0,night,37
flood,15,0,3,0,0.32720752463641556,0,6,6.59652291128894,0,evening,22
fire,39,1,0,0,0.2038527281721455,0,2,6.097157840709787,1,night,43
gas_leak,92,1,2,1,0.05576591332171582,0,6,2.689668037913812,0,morning,56
violence,117,0,2,0,0.10573855615000725,1,4,1.010818655993563,0,night,73
gas_leak,57,1,3,0,0.6241032132819324,0,2,4.668810698212982,1,evening,65
gas_leak,16,0,2,1,0.31446405518078163,0,3,3.2227039306976093,0,morning,44
medical_emergency,57,1,3,0,0.535144678067031,0,7,7.960331447343191,0,evening,56
power_outage,15,1,1,0,0.07267009572873437,0,2,1.2759169035553142,1,evening,44
road_accident,84,0,2,0,0.15667353706748427,1,2,7.696897395490755,0,morning,46
power_outage,30,0,4,0,0.4342524302553845,0,6,2.376636224983862,1,evening,36
infrastructure_failure,34,0,4,1,0.2560271059401509,0,3,4.875514510627559,1,morning,30
flood,106,1,0,0,0.4410453536008428,1,6,3.022772003458179,0,evening,53
power_outage,65,1,3,0,0.36075393822182455,0,2,6.697062158386114,1,morning,31
violence,95,1,1,1,0.23739785821854262,1,7,4.568347676328943,0,afternoon,71
flood,32,1,2,0,0.2839515948645702,0,6,6.444976695171912,0,afternoon,34
power_outage,114,0,0,1,0.41553617596488335,0,1,5.029643998661649,1,night,13
power_outage,14,1,1,0,0.0628678825439345,0,7,4.521904763471268,0,afternoon,32
power_outage,78,1,3,2,0.28866970762634947,0,4,4.496077693265744,0,night,27
fire,28,1,4,0,0.07514458998418201,0,6,6.135032260579776,0,afternoon,60
road_accident,74,0,0,2,0.2977154696644796,0,5,3.439714960093691,0,evening,38
gas_leak,8,1,2,0,0.14510336602730053,0,1,2.5314888240233033,0,evening,62
infrastructure_failure,12,1,2,0,0.03274535911634763,0,6,1.9644516092615363,0,evening,52
violence,11,0,1,0,0.13192513668068762,1,6,5.691072450036463,0,evening,68
violence,15,0,2,0,0.0,0,5,2.993194996287908,0,evening,56
road_accident,88,0,1,1,0.45587059134195684,0,6,1.2149926366952828,0,morning,49
power_outage,53,0,2,0,0.0,0,2,7.217806388850391,0,evening,36
violence,74,0,3,0,0.19988244669520255,0,1,10.575244369646573,1,morning,26
gas_leak,35,1,2,0,0.013840547489405525,0,1,4.118969764817655,1,night,61
medical_emergency,66,0,2,0,0.19055311718407147,0,1,4.941705750217275,0,morning,34
fire,16,1,0,0,0.33044259680452365,0,1,7.441894640345433,0,afternoon,32
power_outage,70,0,4,0,0.16045633189570885,0,7,4.311821198577662,0,night,37
violence,10,1,0,0,0.1318893153151157,0,2,5.401051662509941,0,evening,40
gas_leak,36,1,3,0,0.1329658154435442,0,7,4.379105325313324,0,morning,47
flood,38,0,2,1,0.26994535202586856,0,4,7.341842841452202,0,night,12
road_accident,68,0,2,0,0.07331376094474834,0,1,0.44777588719558326,0,night,40
violence,69,1,2,0,0.0,1,5,7.840874264730387,0,morning,58
violence,17,0,2,0,0.16818179385954152,0,3,4.179085646922356,0,night,46
flood,41,0,2,1,0.0,0,6,0.5612708827532975,1,morning,42
fire,8,1,0,0,0.4301867079703196,0,7,4.426140121569227,0,afternoon,51
infrastructure_failure,15,0,0,0,0.16888284643164947,0,2,2.9010664615967148,0,night,27
violence,112,0,2,0,0.29367231729236437,1,4,5.109897247316351,0,afternoon,54
medical_emergency,86,0,3,0,0.19668549550722986,0,7,4.321608949805119,0,evening,59
power_outage,61,1,1,0,0.170195784937833,0,4,6.575191853592152,1,night,37
flood,105,1,5,0,0.0,0,4,0.47919353881628446,0,night,44
gas_leak,78,1,4,0,0.058406605120235044,0,3,0.8298467989745779,0,night,60
infrastructure_failure,13,1,3,0,0.4508688015952627,0,2,0.11921395910751764,0,afternoon,29
infrastructure_failure,37,0,1,0,0.18976049308233903,0,6,1.2045821988474903,1,afternoon,37
road_accident,11,0,2,1,0.09012802996267588,1,6,3.1326738708328294,0,morning,65
fire,85,0,2,0,0.19623297146335758,0,2,3.3777008489616027,0,morning,46
flood,28,0,0,0,0.23484565911182573,0,4,0.33195037272960226,0,night,38
gas_leak,44,0,3,0,0.15394076743037827,0,6,0.260560581452165,0,night,71
violence,12,0,1,0,0.08430065335515521,0,5,2.9070352745806396,1,morning,46
violence,73,0,2,0,0.12910545790954142,0,2,0.22164077904646717,0,afternoon,43
power_outage,106,0,2,0,0.31112199564592247,0,5,4.122646525828642,0,evening,20
infrastructure_failure,62,0,4,0,0.3400985943461915,0,1,8.914523408308094,1,evening,26
fire,11,1,1,1,0.0,1,6,3.594469017657801,0,morning,76
gas_leak,108,0,3,1,0.42416443370307466,0,5,3.068579379342306,0,night,56
flood,85,0,3,0,0.30068381991230464,0,4,2.5784756427858637,0,night,31
fire,56,1,2,0,0.0,1,3,4.456554196372714,0,evening,70
fire,48,1,0,0,0.1245339883400751,0,7,2.7327328122893335,0,morning,64
medical_emergency,110,1,2,0,0.3642949603844924,1,5,2.9466055162137974,0,night,89
road_accident,86,1,4,0,0.34525637589986014,0,2,3.5072065136750683,1,night,53
medical_emergency,68,1,1,0,0.03573764522149814,1,3,1.5984046946633483,0,evening,87
gas_leak,62,0,0,0,0.17519854498538953,0,3,1.6616772704869596,0,night,50
infrastructure_failure,18,0,1,1,0.11333734239819003,0,1,0.994677538652331,0,evening,18
violence,74,0,1,0,0.36337012598841834,0,3,1.6867106333916033,0,night,41
infrastructure_failure,116,0,3,0,0.3364908295012258,0,2,2.9109408258997633,0,afternoon,14
flood,64,1,1,0,0.2747918297135669,0,3,6.360097685458774,1,morning,29
gas_leak,99,1,3,0,0.0,0,6,3.0197310221165408,1,afternoon,78
flood,33,0,2,0,0.22118483622164317,0,3,0.8545069683869038,1,night,35
road_accident,19,1,3,0,0.0,1,5,3.305827493702909,0,afternoon,73
violence,26,0,4,0,0.11786538935067759,1,7,0.3347945501179863,0,afternoon,78
fire,69,1,1,0,0.2252030439575566,0,1,4.289084353312515,0,evening,61
road_accident,69,1,2,0,0.34694445831936993,0,7,5.665908372261546,0,night,56
medical_emergency,78,1,1,1,0.063262683049992,0,2,5.765235303846944,1,afternoon,43
medical_emergency,35,1,4,0,0.16026354851714264,1,5,2.3664594122441165,1,evening,88
power_outage,84,1,2,0,0.09086229465720372,0,6,2.1398798660849927,0,morning,34
infrastructure_failure,11,1,2,0,0.040751804011849274,0,7,0.3658655076849877,1,afternoon,49
fire,73,1,2,0,0.2210820527581581,1,1,5.3945657191607985,1,evening,70
road_accident,50,0,5,0,0.05397162797342073,1,7,3.33959587078685,0,evening,84
power_outage,102,0,1,0,0.16691137191721936,0,7,0.7889124427500622,0,afternoon,39
gas_leak,88,1,1,1,0.38329734702061385,1,6,2.188917235544282,1,afternoon,90
infrastructure_failure,68,0,2,0,0.2783791868115672,0,2,4.91263706979695,0,night,13
violence,9,1,3,1,0.0,1,6,1.7239889059771842,0,evening,73
medical_emergency,9,0,1,0,0.16775773719477793,0,7,1.3702904497906685,0,evening,59
gas_leak,99,0,2,1,0.23925011251055164,0,2,7.261754402234274,0,evening,30
fire,90,1,6,1,0.46564573617854016,0,1,4.514892514786216,0,afternoon,41
fire,67,1,2,0,0.5283990776751561,0,7,6.383161022459109,0,morning,48
power_outage,96,1,5,0,0.35504735298742607,0,1,2.3834310442433093,0,night,37
medical_emergency,96,0,1,0,0.11949588113828473,0,5,6.181063463735627,0,afternoon,49
road_accident,113,0,5,1,0.019321436909067374,0,6,0.2558971880552159,0,night,68
flood,56,0,3,0,0.24941251774879103,0,5,3.0975687434923,1,night,48
violence,19,1,5,0,0.35611352566866195,0,4,4.2542776247196255,0,evening,65
fire,99,1,0,0,0.04673871562696302,1,4,6.6008958155672115,0,night,70
gas_leak,87,1,3,0,0.36902934639336105,1,3,0.6268807841046922,0,evening,94
infrastructure_failure,50,1,3,0,0.07900060294056711,0,4,6.262490556630421,0,night,39
violence,118,0,1,1,0.10302000069105963,0,2,3.8678889897612567,0,evening,33
medical_emergency,80,1,0,0,0.06131941234626251,0,4,1.5815087092882063,0,evening,61
gas_leak,101,0,1,1,0.42139594288360144,0,2,3.2309182591905556,0,night,43
fire,102,1,2,0,0.12151964535950902,0,2,5.283306358341125,0,evening,52
power_outage,83,1,3,0,0.2863929621547366,0,7,1.3114265940584708,0,night,44
fire,10,1,3,1,0.5058407033967345,0,2,4.883883564707975,0,morning,33
violence,115,1,2,0,0.33487476069278865,1,6,4.058413827694839,0,night,75
power_outage,71,1,3,0,0.0072743090988394155,0,5,0.03130120192444075,0,evening,53
medical_emergency,23,1,2,0,0.10711522429008892,0,2,3.564918900789736,0,evening,49
medical_emergency,111,1,2,0,0.010545850100471876,0,3,1.0910667644950633,0,night,61
violence,11,1,1,0,0.16757559120622678,0,2,3.0651963862432345,0,night,46
infrastructure_failure,35,0,3,0,0.0,0,2,2.1876965580534637,0,morning,29
gas_leak,115,0,0,1,0.324714417427455,0,7,2.5596364404055056,0,night,54
road_accident,116,1,0,0,0.48342814589499455,0,4,0.8712749211575921,0,afternoon,42
infrastructure_failure,18,0,1,1,0.09948972125858575,0,6,3.4923501386557407,1,morning,37
road_accident,41,0,4,0,0.0,0,7,2.6866232935295558,0,evening,54
power_outage,14,0,2,0,0.0,1,5,1.614450554557845,0,afternoon,62
medical_emergency,115,1,4,0,0.0,1,3,5.110479262333222,0,afternoon,67
fire,102,1,3,0,0.42963892773649803,0,1,1.5271712973520533,0,night,45
gas_leak,16,1,2,1,0.19457292182786062,0,7,1.7924185106363575,0,afternoon,58
medical_emergency,97,1,2,1,0.4054562164457047,0,3,4.40161573245937,0,morning,37
fire,58,0,1,1,0.3001588794848188,0,3,3.0986757123167186,0,evening,40
gas_leak,116,0,1,0,0.15425218444261035,0,7,4.811424040981132,0,night,52
power_outage,20,0,1,0,0.49307639047256707,1,1,3.545887366393712,0,night,36
gas_leak,46,1,1,0,0.23693328033251304,0,7,3.1487819673728064,0,night,64
infrastructure_failure,94,0,4,0,0.35579155289340625,0,6,5.314821758939184,0,night,23
