incident_type,description_length,has_media,upvotes,flags,duplicate_score,similarity_to_previous,posted_at_night,account_age_days,total_reports_by_user,past_fraud_reports,user_total_flags,verified_user,fraud_label
power_outage,48,0,2,1,0.23541795421912748,0.22862415406841455,0,559,26,1,13,0,0
violence,101,1,2,0,0.38061567234555993,0.5443479955867881,0,647,13,0,5,1,0
road_accident,60,0,5,0,0.39277653423802167,0.5311707769074057,1,20,23,1,9,1,0
fire,14,1,3,0,0.1740551667450012,0.900914198222353,0,145,15,1,13,1,0
gas_leak,68,0,4,0,0.44450920739760724,0.4165439514261379,0,320,17,1,6,0,0
medical_emergency,68,1,2,1,0.0,0.4971397647697897,0,87,11,2,9,0,0
road_accident,23,0,3,0,0.24519046973140465,0.4265645066540573,0,203,23,1,8,0,0
violence,87,1,3,3,0.35735202565486435,0.3305711132470495,0,220,37,0,1,0,0
gas_leak,6,0,9,0,0.5673714872870805,0.469381977777796,1,464,6,0,6,0,0
fire,103,1,2,0,0.0,0.26845864797935537,0,136,7,0,6,0,0
medical_emergency,108,0,1,0,0.5567433333159115,0.0644313365199316,1,579,31,0,6,0,0
medical_emergency,26,1,2,1,0.0,0.2962802311415698,0,792,20,0,9,0,0
power_outage,87,0,2,0,0.18975373576425444,0.1466143568236161,1,381,22,0,10,0,0
gas_leak,97,0,2,2,0.17239208804487438,0.3493683347880532,1,591,4,2,3,1,0
gas_leak,76,1,2,1,0.38068698275986484,0.0807692203289136,0,322,21,3,7,1,0
fire,50,1,2,2,0.22579672200633796,0.3248164342674918,0,43,13,0,3,1,0
violence,94,0,5,2,0.17204961804692037,0.42707420888254405,0,269,30,1,11,0,0
power_outage,113,0,3,1,0.2500654902716016,0.10637563403249398,1,373,39,1,3,1,0
road_accident,97,0,0,0,0.060174551994317316,0.17911371412917018,0,28,18,1,5,0,0
gas_leak,19,1,4,2,0.12531765772967207,0.46867280612125106,0,20,35,0,10,0,0
gas_leak,89,1,2,0,0.19645994416403811,0.8710178184131224,0,253,17,1,1,1,0
violence,72,1,4,2,0.09703600510718999,0.2933240080137824,0,290,14,0,3,1,0
fire,49,1,2,0,0.3448249974271591,0.21388253168501933,0,438,14,2,8,1,0
medical_emergency,12,0,2,3,0.23706588252487365,0.33964502492382975,0,383,23,0,8,1,0
road_accident,17,1,2,3,0.16451343794964293,0.2944331977688033,0,361,1,0,9,1,0
violence,65,0,2,0,0.2408315362735918,0.34932960910118965,0,259,13,0,8,1,0
road_accident,112,0,3,0,0.28138941979583826,0.41877331324994294,0,296,25,0,4,1,0
violence,76,0,1,0,0.18834776656009844,0.0,1,6,23,1,13,0,0
road_accident,50,0,0,1,0.4388749203898163,0.543185363225997,0,657,35,1,13,1,1
medical_emergency,11,0,3,0,0.1645260763798464,0.9622669789050451,0,177,14,1,0,1,0
violence,56,0,1,1,0.16065510452556908,0.39679535384604153,1,576,31,3,13,0,0
violence,59,1,1,0,0.32538647577774,0.06638485938188676,0,726,25,1,7,1,0
gas_leak,56,1,2,1,0.3190169263555864,0.5734597027408507,0,337,30,0,0,0,0
violence,64,0,4,0,0.6168950486367426,0.5119793970833935,1,441,6,1,13,0,0
power_outage,27,0,2,1,0.4455298456506244,0.46300954276349393,1,288,38,1,7,1,0
medical_emergency,123,0,0,0,0.370213704391808,0.19625456164734198,0,753,4,0,10,1,0
road_accident,138,1,0,1,0.06809199268280988,0.6273945603752373,1,492,35,1,6,0,0
fire,118,0,3,0,0.2531313284957494,0.6877486775672627,0,222,19,0,0,1,0
violence,62,1,3,1,0.1879004356658689,0.6185357142164174,0,814,14,1,1,0,0
power_outage,32,1,0,1,0.2172994774689596,0.0032573880173016323,0,686,15,1,11,1,0
gas_leak,7,1,0,1,0.46103995291094985,0.2363271369187963,0,419,12,0,10,1,1
gas_leak,33,1,3,1,0.3304348209512816,0.40816502299360485,1,118,36,1,5,1,0
violence,7,1,0,1,0.38666572451552644,0.0,0,371,9,0,7,0,0
violence,112,1,2,0,0.16874751159128887,0.3298006380283367,0,711,27,1,11,1,0
violence,64,1,0,1,0.0,0.2565308334891856,0,295,39,0,6,1,0
road_accident,37,0,3,3,0.1351513295182275,0.49603208036479923,0,148,9,0,12,0,0
road_accident,104,0,1,0,0.3657237225056216,0.6144483062593622,0,521,29,2,6,0,0
power_outage,42,0,2,1,0.15638921332337236,0.02112549004256148,0,761,36,1,1,1,0
gas_leak,137,0,2,0,0.4131188564570082,0.20145193236528577,0,301,24,0,4,0,0
power_outage,51,1,0,0,0.4062722691495796,0.1519076839548377,0,793,29,0,7,1,0
gas_leak,35,0,1,1,0.11591843804747956,0.26731801018074663,0,199,17,1,8,1,0
fire,94,1,1,0,0.33517650005309707,0.026894913909447093,1,470,5,0,5,1,0
violence,28,1,2,2,0.01537691969870375,0.6793330619729612,0,396,26,1,8,1,0
road_accident,32,1,1,2,0.2851769666656624,0.17891629898666553,0,365,13,1,13,1,0
fire,119,0,1,1,0.2531995931003106,0.1810441658554616,1,675,17,3,4,1,0
road_accident,140,0,3,1,0.15064684920711108,0.11271222521821062,0,813,16,1,10,1,0
medical_emergency,64,0,1,0,0.2252484260024602,0.07650269851215935,0,442,11,0,5,1,0
medical_emergency,84,1,1,0,0.0,0.49369075868490475,1,757,30,0,1,0,0
road_accident,46,1,1,0,0.16095653182597042,0.23950863416957574,0,402,39,1,11,1,0
fire,68,1,4,1,0.0,0.5945390911621329,0,704,27,0,11,1,0
violence,116,1,6,0,0.5517837820512961,1.0,0,286,28,1,4,0,0
violence,33,0,2,1,0.48361920171231526,0.3038875816617248,0,855,18,1,1,0,1
power_outage,62,1,2,1,0.257866574685065,0.4024135664571763,0,678,10,1,11,0,0
gas_leak,97,0,0,0,0.5095443218616036,0.16456806411284267,1,462,38,2,1,1,0
power_outage,133,1,2,1,0.10778142058480517,0.446681738587649,1,594,24,0,6,0,0
gas_leak,60,1,1,1,0.1657811197893833,0.09649744242566305,0,255,14,1,2,0,0
road_accident,134,0,1,0,0.2633362722731405,0.23892506025994392,0,493,18,1,10,1,1
violence,48,1,2,2,0.0,0.26417837521222903,1,898,2,1,5,1,0
gas_leak,48,1,3,0,0.30977064177083596,0.40888805282202256,1,612,5,0,2,1,0
fire,99,1,0,1,0.1466636812735433,0.28416788684933875,1,445,36,1,10,1,1
fire,40,1,1,0,0.12174712492310674,0.11314071201892925,1,768,22,0,7,1,0
violence,145,1,4,0,0.3014471741827903,0.3967319543648602,0,143,29,1,12,1,0
fire,7,1,2,1,0.3345104466141721,0.23757896917567012,1,505,29,0,11,0,0
gas_leak,37,1,2,2,0.033392291860430384,0.4885394056863628,0,98,29,2,1,0,0
fire,75,1,3,2,0.3285365922756084,0.5967259356885392,0,81,18,1,9,1,0
gas_leak,16,1,0,0,0.4494397024254315,0.33544267284397633,0,218,32,2,12,0,1
medical_emergency,7,1,2,0,0.10176431685958087,0.44678731951466266,0,808,16,1,8,1,0
medical_emergency,24,1,2,1,0.2986578242518064,0.31708155438617025,0,540,5,0,3,0,0
road_accident,33,0,0,0,0.18724622550717485,0.46374765533445717,1,58,10,1,7,0,0
road_accident,79,0,3,0,0.036199925476253586,0.5417610322188193,0,650,22,1,2,1,0
road_accident,65,0,0,0,0.0,0.38693045991846764,0,293,1,1,12,0,0
violence,95,1,3,1,0.3422920881633124,0.39321618364483,0,39,23,0,2,1,0
power_outage,17,1,6,0,0.0,0.6019670885478801,0,222,12,1,7,1,0
road_accident,6,0,3,0,0.20690319473733038,0.9467477269834087,0,261,35,0,10,1,1
power_outage,6,0,0,1,0.05766380089610959,0.6041735379015644,0,690,31,1,7,1,0
medical_emergency,29,0,2,0,0.023331272024590843,0.356127971142765,0,662,3,2,8,1,0
medical_emergency,135,1,0,1,0.2214651462923734,0.0,1,215,4,0,7,1,0
fire,37,0,5,2,0.3105305495363241,0.47927659425235225,0,842,28,0,13,0,0
power_outage,121,0,2,1,0.29040761660924735,0.4959375359157524,0,701,32,1,10,1,0
violence,46,1,0,0,0.44648215706040806,0.19828299598888624,0,389,30,0,12,1,0
power_outage,18,1,1,0,0.45162836365991765,0.28442850882208626,0,414,1,1,1,1,0
medical_emergency,104,0,3,1,0.48785969324236156,0.10305822830638317,0,665,23,3,3,0,0
power_outage,123,1,1,2,0.0,0.16386574523471917,0,358,9,1,4,1,0
fire,67,1,1,1,0.0,0.0490353946517989,0,358,1,0,2,1,0
power_outage,86,1,2,0,0.09551353795661896,0.22566477309939076,0,330,3,1,6,1,0
gas_leak,26,0,3,1,0.21281955032944455,0.6262602222081173,0,778,30,0,9,0,0
fire,8,1,2,1,0.5231147160860294,0.12961817281195528,0,622,32,0,9,1,1
fire,118,1,1,0,0.01378325964726057,0.6396593760678475,0,480,30,1,9,1,0
gas_leak,71,1,6,0,0.3522204029547962,0.4208915868568922,0,58,22,0,0,1,0
power_outage,14,0,4,0,0.45780766961656116,0.24492516354309646,1,382,29,1,2,1,0
road_accident,32,0,3,0,0.7333549555904593,0.4566737105760935,0,195,36,2,13,0,0
gas_leak,13,1,2,0,0.24397855945870983,0.470318588347651,0,715,33,1,1,0,0
violence,56,0,2,1,0.285330948615115,0.5560554938549591,1,691,35,0,13,1,0
road_accident,16,0,3,1,0.2450101225133288,0.507018309690288,0,691,36,1,3,1,0
road_accident,43,1,5,0,0.18221114609052447,0.32814957257720545,1,328,34,0,8,0,0
fire,43,0,2,0,0.527626775038999,0.34827989997449293,0,74,16,0,1,1,0
gas_leak,27,1,6,1,0.27080507647156665,0.5318617071317886,0,673,25,1,12,0,0
road_accident,115,1,0,1,0.009991672713631133,0.7741129949751849,0,497,3,0,8,1,0
violence,52,0,2,0,0.16817804394248279,0.13007608013246144,0,74,16,1,5,0,0
gas_leak,90,1,2,0,0.10582530972190526,0.39735471637953357,0,702,27,2,2,1,0
gas_leak,96,0,2,1,0.3545934593472779,0.2172228580321052,0,90,23,0,11,0,0
medical_emergency,112,0,2,1,0.21742315397018935,0.44282672964193254,0,269,3,2,2,0,0
medical_emergency,138,1,3,1,0.0,0.4438003937291166,0,33,33,2,9,0,0
violence,143,0,2,1,0.12006186372563513,0.22789839171321485,1,344,26,0,11,1,0
medical_emergency,66,1,3,3,0.34801238003711965,0.3784983973479233,0,434,15,0,4,0,0
medical_emergency,53,1,3,0,0.32268171697460957,0.32048315816329453,0,352,30,2,8,1,0
power_outage,62,1,1,0,0.0,0.7100742372014966,1,380,31,0,14,0,0
gas_leak,44,1,1,0,0.11670261696770326,0.49362170176999587,0,32,17,0,12,1,0
road_accident,102,1,1,1,0.41320222570650506,0.24945771065140926,0,249,4,0,12,1,0
violence,87,0,3,1,0.42361786685251124,0.10373437554612347,1,175,8,0,0,0,0
fire,146,1,0,2,0.28748027606364246,0.11127706734744003,0,860,28,1,11,1,0
medical_emergency,115,0,3,0,0.3583694541778224,0.2670566515638139,0,427,13,1,7,1,0
violence,16,1,0,0,0.21321997648814148,0.23716682627315827,1,457,35,3,10,0,1
gas_leak,133,1,2,0,0.0,0.42721691859209676,0,831,11,0,5,1,0
medical_emergency,91,0,1,0,0.6381915328062746,0.30929358126657225,0,284,39,0,10,0,0
violence,68,1,3,1,0.3598762761193654,0.44708927939730747,1,557,21,1,1,0,0
violence,129,0,3,2,0.1896789277970878,0.5286634951200718,0,59,26,0,2,1,0
medical_emergency,81,0,1,1,0.0,0.19781637742248237,0,504,2,1,2,1,0
fire,118,1,3,1,0.0,0.47980993839679753,1,602,39,1,8,0,0
gas_leak,15,1,0,0,0.29191164113259505,0.35045825014862036,1,415,10,0,5,1,0
road_accident,49,0,3,0,0.5786014633284572,0.51776151164892,1,30,5,3,9,0,1
medical_emergency,48,0,2,1,0.36883920492444905,0.22667240426102286,1,134,29,0,11,1,0
violence,6,0,5,2,0.26414359645483326,0.2802165415309264,0,859,2,0,14,1,0
gas_leak,30,1,3,0,0.32920963194469344,0.3129934905228997,0,766,31,1,1,0,0
violence,103,0,0,1,0.31488036539070613,0.324011973300345,1,442,30,0,4,1,0
power_outage,123,1,1,0,0.6072958388491387,0.044309144194031036,0,614,34,1,8,0,0
medical_emergency,38,1,3,1,0.13815047017664717,0.6078494504799685,0,465,9,3,4,0,0
fire,59,1,1,2,0.3357576977357397,0.4470253809002338,0,770,26,1,8,1,0
gas_leak,31,1,1,1,0.179102425467171,0.25753938353913114,0,420,28,0,1,0,0
road_accident,145,0,3,0,0.28828059211062784,0.5872912656725897,1,363,22,0,12,0,0
fire,140,0,1,0,0.5442337302837257,0.45377166446360956,1,494,4,1,14,1,0
gas_leak,5,1,2,0,0.607440318887152,0.6853264687105716,0,212,21,2,4,1,1
violence,115,1,2,1,0.1159251497556619,0.8546414280957317,1,355,11,0,7,0,0
fire,15,1,1,0,0.0,0.6547579179579395,0,646,10,0,9,0,1
power_outage,78,0,3,2,0.18193757553347314,0.06268737020242937,0,651,22,1,5,1,0
fire,7,0,2,1,0.14776339560516055,0.453122258686555,0,130,4,0,5,1,0
gas_leak,40,0,1,1,0.18220662438356397,0.5664476365561972,0,270,10,0,2,1,0
power_outage,98,1,1,1,0.544331790170236,0.3917147574653851,1,850,20,1,7,0,0
fire,100,0,4,1,0.457621835358294,0.17471944706772935,1,639,6,0,11,1,0
road_accident,141,0,6,1,0.034275426515327834,0.7626094815084765,0,880,26,1,14,1,0
fire,104,1,1,0,0.27621090497773193,0.16093662971825062,0,158,37,1,7,1,0
violence,62,1,2,2,0.4922799396503242,0.15233324992009528,0,445,13,0,1,1,0
medical_emergency,104,1,3,2,0.05766862621265137,0.16128536169936503,0,479,31,1,4,1,0
road_accident,119,1,2,0,0.5260767583039592,0.6144942580170336,0,420,11,3,12,1,0
fire,142,1,4,0,0.37437396408846985,0.18666868658500044,0,497,21,1,11,1,0
fire,133,1,2,1,0.5745422398780449,0.15051960282404486,0,746,14,1,2,1,0
medical_emergency,112,1,3,0,0.4376711107301918,0.31045950831069524,0,785,38,1,2,0,0
power_outage,85,0,1,0,0.2794490637312019,0.1342485380973708,0,214,9,0,10,0,0
gas_leak,61,1,6,0,0.08462920569901977,0.7117274862051144,0,387,38,1,2,1,1
power_outage,21,1,0,1,0.034233238297968954,0.46717574181235233,0,430,28,0,14,1,0
medical_emergency,149,1,6,0,0.3648032771288637,0.227159346225694,1,444,9,0,10,1,0
fire,26,0,2,0,0.3059297662001611,0.3841191519780011,0,373,20,0,10,0,0
power_outage,36,0,0,0,0.34519264574636005,0.0,0,513,10,1,3,1,0
fire,114,1,2,0,0.09564192896151702,0.0,0,735,21,0,0,0,0
medical_emergency,121,1,1,0,0.4549649394076607,0.0,0,497,16,2,5,1,1
road_accident,118,0,1,0,0.330325631792304,0.6374852076522715,0,8,37,2,12,1,0
gas_leak,136,0,1,0,0.09695861041510373,0.3903295184852391,0,573,6,0,8,1,0
violence,97,1,1,1,0.04831974536660222,0.0,1,188,23,0,10,0,0
gas_leak,83,1,1,0,0.07238945782830972,0.40951309075153003,0,43,9,1,14,0,0
gas_leak,93,0,4,0,0.39520062834278097,0.13578334506684248,1,270,22,0,14,1,0
power_outage,89,0,1,1,0.3569839935687296,0.16502588342010263,1,657,16,0,8,1,0
power_outage,28,1,7,0,0.3596831612040474,0.5080198458828534,0,129,33,1,0,0,0
road_accident,72,0,0,1,0.24987244411006249,0.5176399977981673,1,48,2,1,3,1,0
fire,84,0,4,2,0.31510868270208625,0.8156632984403311,0,159,22,0,4,0,1
medical_emergency,62,1,2,2,0.3973771921581061,0.360227316377405,0,843,8,0,3,0,1
medical_emergency,121,1,3,1,0.11773606624457719,0.17452611119936584,0,447,7,1,12,0,0
violence,12,1,2,1,0.3164535684102029,0.34053086121627296,0,833,20,0,12,1,0
road_accident,5,1,3,1,0.1483402362492682,0.3936356113717378,1,495,34,0,11,1,1
power_outage,142,1,2,1,0.5210822898116239,0.8225957257168678,0,682,30,1,0,1,0
medical_emergency,142,1,1,0,0.5986738126567882,0.306268584427586,0,63,8,0,7,1,0
road_accident,148,1,5,0,0.0,0.08777273901694632,0,895,31,0,12,1,0
violence,44,1,3,0,0.23735679082394465,0.2883626362674322,0,392,33,2,11,1,1
violence,88,0,1,1,0.15462878032545088,0.6168370782386647,0,477,10,2,2,0,1
gas_leak,134,0,2,0,0.0,0.13360929340089686,0,722,36,0,0,1,0
road_accident,55,1,2,1,0.21226867107519964,1.0,0,524,39,0,4,1,0
power_outage,15,1,2,0,0.0,0.3648712349992907,1,53,36,1,1,1,0
road_accident,75,1,4,0,0.4641728534258587,0.0,1,524,23,1,10,1,0
power_outage,111,0,3,1,0.46203936909270654,0.30998614418089965,0,408,29,1,9,1,0
road_accident,43,0,0,1,0.2225998141576317,0.8627350949495247,0,852,5,0,9,1,1
medical_emergency,20,0,2,1,0.2491497225785103,0.3544563447333211,1,616,24,0,13,1,0
road_accident,52,0,2,0,0.24273323579201708,0.11367645309454341,0,433,27,0,1,1,0
gas_leak,140,1,4,0,0.1968696523661603,0.17014656262470276,0,519,39,1,2,0,0
medical_emergency,81,0,2,0,0.26000658637931456,0.2637594831265836,0,430,26,0,1,1,1
road_accident,139,0,1,2,0.42895564072074116,0.6972200267200048,0,107,5,0,13,0,0
violence,91,0,2,0,0.21272287432888914,0.2526700692536714,1,899,2,0,6,1,0
violence,39,0,0,2,0.3820121340771734,0.5385598962528273,1,147,5,1,1,1,0
gas_leak,79,1,2,0,0.2528252103896483,0.6006441001436693,0,530,19,2,1,0,0
gas_leak,34,0,5,0,0.41433183165524523,0.4295614094968666,0,104,24,1,7,1,0
fire,101,0,0,0,0.2518188191900674,0.6310330965580213,1,485,26,1,10,0,0
power_outage,36,1,2,0,0.05793802313755417,0.1437608505484535,0,478,24,0,2,1,0
violence,54,1,2,0,0.5006921413759049,0.2610427181491218,0,630,34,0,7,1,1
gas_leak,81,0,3,0,0.26567179897870774,0.7833681859712842,1,796,18,1,11,1,0
gas_leak,64,0,1,2,0.28757973243477325,0.40503312603069264,1,27,35,0,14,0,0
violence,38,1,4,0,0.261482980487312,0.2898538593867589,0,411,20,3,3,0,0
medical_emergency,62,1,2,0,0.17007240474653126,0.2572364173333057,0,763,35,1,8,0,0
violence,91,0,1,0,0.1723926143747343,0.08229349278375758,0,490,33,1,13,1,0
fire,54,1,1,1,0.28208438048001006,0.656720693477034,0,319,36,1,8,0,0
violence,66,0,3,0,0.10392425416607279,0.4519144005259543,1,58,35,1,4,1,0
fire,92,0,2,0,0.23071748703753037,0.49751035639697616,1,403,1,1,6,1,0
road_accident,48,0,2,0,0.3369680505204324,0.45340206604543337,1,524,24,0,4,1,0
fire,83,1,1,0,0.4709429966103167,0.4008104684696105,1,38,35,1,6,1,0
violence,67,1,2,1,0.25994184973234785,0.17434456039650817,0,151,26,2,11,1,0
road_accident,17,0,4,2,0.48907166317604744,0.4744933248163504,0,265,5,0,4,1,0
power_outage,136,1,3,1,0.17678847570614648,0.29955072424959767,1,422,5,0,5,0,0
medical_emergency,64,1,3,0,0.25639179906245163,0.44570172661112006,0,236,32,2,14,0,0
medical_emergency,80,1,0,2,0.26681379896161306,0.3023139523511983,1,797,38,2,14,1,1
power_outage,90,0,2,2,0.515749967726308,0.0,0,230,35,0,0,1,0
violence,78,0,2,0,0.19878926116274634,0.1908140942652979,1,274,34,1,14,0,0
gas_leak,135,0,1,1,0.0770411858114842,0.17409821512766743,0,865,31,0,11,1,0
power_outage,122,1,2,0,0.0,0.0,0,479,29,2,4,1,1
fire,140,1,0,0,0.0148915403207103,0.5221453573524293,1,667,31,1,4,1,0
power_outage,107,1,1,1,0.11193358558112174,0.23659748186723517,1,885,4,0,14,0,0
violence,138,0,1,0,0.3791851306335945,0.32771300304491474,0,261,37,1,0,1,0
gas_leak,46,0,2,2,0.0805367173450384,0.0635215713805839,1,523,17,1,8,1,1
fire,145,0,0,0,0.23297404336848357,0.9268260662309129,0,208,29,1,12,1,1
violence,100,1,2,1,0.43387768754021483,0.6368904076622736,0,271,34,0,0,1,0
fire,49,0,1,1,0.5618660098407562,0.205172964725459,0,895,28,3,0,1,0
medical_emergency,117,1,4,1,0.42390287806074267,0.31293153711373556,0,542,37,2,2,1,1
fire,131,0,2,0,0.20138237416422694,0.2745010564328049,0,786,15,0,0,0,0
fire,35,0,0,0,0.0906268288493505,0.0,0,229,11,1,4,1,0
fire,74,1,2,1,0.06435379577538033,0.34363472230887715,0,516,26,2,10,1,0
medical_emergency,7,0,6,1,0.4591451808183208,0.5185401155619784,1,848,34,1,3,1,0
road_accident,127,1,0,1,0.6106583937382319,0.4580232807289509,0,405,39,1,11,1,0
fire,88,1,3,1,0.2967345097573048,0.22337795629708954,0,240,38,2,10,0,0
fire,76,1,3,0,0.1894342784609697,0.28263054181636593,0,107,38,0,1,1,0
violence,24,1,4,1,0.47680319309584657,0.24733582431538398,0,364,36,1,5,1,0
gas_leak,113,0,1,1,0.35698882673930055,0.3156680932129077,1,181,22,1,6,0,0
power_outage,126,0,0,0,0.3363901864354475,0.42843994333280266,0,681,14,0,14,0,0
violence,127,1,2,0,0.13615694666341732,0.0,0,77,38,1,10,1,0
fire,8,1,1,1,0.0,0.0,0,705,28,1,0,0,0
power_outage,41,0,0,0,0.403767004124251,0.2531532813125613,1,791,8,3,12,1,0
violence,9,0,2,0,0.27076232829931624,0.6199419347114774,0,534,37,0,7,0,0
violence,49,1,4,1,0.27952062885512036,0.23091468357987144,0,515,14,1,6,1,0
gas_leak,112,0,1,0,0.47452408030354554,0.49470820189810627,1,103,39,1,5,0,0
fire,41,0,0,0,0.1172018084822618,0.06751993375134319,0,755,22,1,11,0,0
road_accident,37,1,3,0,0.1390726931760701,0.5927885949629778,0,343,24,1,14,1,0
road_accident,118,0,5,1,0.21624555347793706,0.8891886221559219,0,295,32,0,11,0,1
road_accident,66,0,0,0,0.27039798340353005,0.5378203633976457,0,576,26,0,10,1,0
medical_emergency,100,1,1,1,0.3147330029560154,0.3788796546902993,0,68,19,2,7,0,1
power_outage,69,1,2,0,0.3498228115272549,0.2907177238646152,0,857,39,0,5,0,0
fire,8,0,2,1,0.3669275049098562,0.6910837969360429,0,307,30,1,9,1,0
road_accident,85,0,2,0,0.45220008149994695,0.4169515653684622,0,611,22,2,1,1,1
violence,125,1,1,1,0.41046946621374747,0.0,1,492,1,0,11,1,0
power_outage,93,1,3,1,0.03033274244628037,0.13472303048224615,0,245,18,1,10,1,0
power_outage,84,0,2,2,0.19169102373500285,0.0,0,780,17,0,6,1,0
road_accident,68,0,5,1,0.030882020805718113,0.6305234401647806,0,368,14,1,7,1,0
fire,11,1,3,1,0.22984145536573902,0.5472242651160681,0,12,24,1,5,0,0
gas_leak,72,0,3,2,0.0,0.8877560932131243,0,360,32,1,10,0,1
road_accident,120,1,0,1,0.48560529568411337,0.4913990199377124,0,899,25,2,13,0,1
medical_emergency,124,0,2,1,0.2100987750174819,0.28777172064176637,0,205,38,0,14,0,0
gas_leak,136,1,2,1,0.2744488302232879,0.12445475915795606,0,292,25,0,14,0,0
road_accident,7,0,1,0,0.40669272867525424,0.29910745514550385,0,760,25,2,5,0,1
road_accident,51,1,3,2,0.0,0.2399696829637407,0,612,16,2,5,0,0
violence,81,1,2,0,0.2241183838440095,0.0,0,345,37,1,7,0,0
fire,66,1,2,0,0.1424580872539791,0.5427939513335325,0,831,27,2,2,1,0
power_outage,90,1,1,0,0.3107030042501759,0.5104508629606264,0,487,15,1,9,0,0
medical_emergency,85,1,3,0,0.43225723931675,0.23769456250386511,0,485,27,0,10,0,0
medical_emergency,113,1,1,1,0.3449504075113118,0.061819487668049344,0,489,16,0,9,1,0
power_outage,67,1,3,0,0.48525355845378537,0.055935813013638425,1,512,17,0,12,0,0
fire,119,0,4,0,0.08418026815357241,0.4917253544712835,0,150,26,1,9,0,0
fire,90,0,1,2,0.34466448423180424,0.308086266220625,0,368,26,3,12,1,0
fire,27,1,3,0,0.2951707928791459,0.5708845768807207,0,785,9,0,8,0,0
power_outage,59,1,3,1,0.2611465753999199,0.5368092130962446,0,45,13,1,14,0,0
violence,64,1,2,0,0.159196644961528,0.27798763199873355,0,305,16,2,11,1,0
medical_emergency,84,0,1,0,0.48532998769076086,0.23130607303813355,0,443,24,0,1,0,0
gas_leak,63,0,2,0,0.39105748498262644,0.3444975718819368,0,809,14,0,1,1,0
fire,110,1,0,1,0.38438362574900925,0.19199085628106236,0,485,37,0,9,0,0
medical_emergency,78,1,2,1,0.13216623170051522,0.8418312804122456,0,554,7,1,6,0,0
fire,87,0,2,0,0.07037041576104464,0.0,0,543,32,0,4,1,0
road_accident,47,0,3,0,0.38939042756865294,0.35817926156089497,0,844,38,2,7,1,0
medical_emergency,143,1,2,0,0.36130784569120594,0.5704159121022617,1,462,1,0,12,1,0
fire,132,0,1,0,0.13599990333867726,0.4799457866247849,0,671,37,0,6,1,0
violence,36,0,1,1,0.02861838752417395,0.6890287914184404,0,799,24,0,13,0,1
road_accident,32,1,1,0,0.1281776124704429,0.798417858159861,1,520,21,0,2,1,0
road_accident,8,1,2,1,0.1211295869108121,0.5974011356893363,0,466,35,1,10,0,1
fire,124,1,1,1,0.3192634804306579,0.16655243370729095,0,588,5,2,12,1,0
violence,123,1,0,1,0.0,0.12579805573524058,1,226,10,0,11,1,0
fire,12,0,1,1,0.2780233462523731,0.11626304063300569,0,411,26,0,9,0,0
violence,121,0,3,0,0.275739032750312,0.3655275181080119,0,701,23,0,2,1,0
gas_leak,89,0,3,0,0.27624651124007366,0.0,0,365,24,1,10,1,0
violence,75,1,1,0,0.09590692129418785,0.3131651193468736,0,638,17,1,14,0,0
road_accident,126,1,0,0,0.35693762871488766,0.6643686213735496,0,353,35,1,1,0,0
power_outage,35,1,2,1,0.0,0.0,0,168,15,0,7,0,0
power_outage,100,1,1,0,0.0915262268232068,0.8448768835272789,0,388,25,0,11,1,1
fire,134,1,1,0,0.34924415672996734,0.3542785253825324,1,607,4,3,2,1,0
fire,56,1,1,0,0.0854050476198022,0.38932476804004756,0,887,8,3,7,1,0
violence,127,1,1,0,0.3467977944090559,0.5802438027304613,0,170,3,0,9,0,0
fire,16,1,0,0,0.0,0.10849565694642158,1,798,4,0,11,0,0
fire,28,0,3,0,0.49927101562551635,0.12776467506884243,1,779,23,2,13,1,0
road_accident,137,1,2,0,0.2736282385110866,0.6917542205609124,1,321,1,0,3,1,0
road_accident,97,0,1,0,0.3131647235405802,0.28120480859372043,1,541,23,1,0,0,0
violence,89,1,3,1,0.046106378971414036,0.17751382887057696,0,656,15,1,10,0,0
violence,57,1,3,2,0.3077272386477198,0.9325322537983398,0,760,37,1,3,0,1
fire,15,1,2,0,0.0,0.37314026350352,1,618,39,0,13,1,0
violence,39,1,3,1,0.5153147452606233,0.08027222627309194,0,140,12,0,5,1,0
fire,108,1,1,1,0.29785820298785876,0.06315047104291321,0,444,33,0,3,1,0
medical_emergency,91,0,1,0,0.009543103981793949,0.46190899514696027,0,719,24,2,1,1,0
medical_emergency,53,1,2,0,0.48876538814194725,0.006311341266151738,0,244,37,1,4,0,0
violence,18,0,4,0,0.6740356316520425,0.0,0,99,7,0,13,0,0
medical_emergency,107,1,0,1,0.16199360620367004,0.5648524542174921,0,438,21,0,3,0,1
medical_emergency,106,0,0,1,0.21215172693604695,0.6619659994503932,0,2,18,0,0,0,1
gas_leak,104,0,1,0,0.515246666711179,0.11040533188462215,0,767,21,0,9,0,0
violence,110,1,3,0,0.22136276019153753,0.24515028393177862,1,262,38,1,10,0,0
fire,62,1,4,2,0.271693707973757,0.3817747195042134,0,367,28,1,4,0,0
fire,75,1,4,2,0.07635502468773153,0.14428223171508947,0,83,10,0,0,1,0
gas_leak,51,0,2,1,0.18176566309229036,0.3752829463403774,0,767,24,0,4,0,1
gas_leak,81,0,1,1,0.2966085963574086,0.09815607171730067,0,847,5,1,5,0,0
